ror_id,display_name,acronyms,alt_names,types,city,status,established,created,modified,isni,fundref,wikidata_id,website,parents,children,related,predecessors,successors
042031a56,Verband Sächsischer Bildungsinstitute,VSBI,,other,Heidenau,active,1991,2019-11-07,2024-12-11,,,,https://www.vsbi.de/,,,,,
02r6dcw55,Verlagsvertretung Susan Filges (Germany),,,company,Leipzig,active,,2018-11-14,2024-12-11,,,,http://www.vvsf.de/,,,,,
05h85dx49,Vipem Hackert (Germany),,,company,Grünbach,active,,2018-11-14,2024-12-11,,,Q30292511,https://vipem.de/,,,,,
02v4gph32,VKTA,,,facility,Dresden,active,1992,2019-11-07,2024-12-11,0000 0001 1955 4124,,Q1495327,https://www.vkta.de,,,,,
04v3qs268,VNG (Germany),,VNG – Verbundnetz Gas,company,Leipzig,active,1990,2019-11-07,2024-12-11,0000 0001 2193 3262,,Q2506364,https://vng.de/,,,,,
03hw0pv02,Vogtland-Klinik,,,healthcare,Bad Elster,active,,2018-11-14,2024-12-11,,,,http://www.vogtland-klinik.de/index.php?menid=5,,,,,
04kmayk86,Von Ardenne (Germany),,Von Ardenne Anlagentechnik,company,Dresden,active,1991,2018-11-14,2024-12-11,,,,https://www.vonardenne.biz/en/home/,,,,,
00ezjw960,Wasserstraßen- und Schifffahrtsamt Elbe,,WSA Elbe; Wasserstrassen- und Schifffahrtsamt Elbe,government,Dresden,active,2021,2023-05-25,2024-12-11,0000 0005 0850 4809,,Q105887114,https://www.wsa-elbe.wsv.de,0581em797,,,,
04ms51788,Westsächsische Hochschule Zwickau,WHZ,,education,Zwickau,active,1897,2018-11-14,2024-12-11,0000 0001 0542 5321,,Q884503,https://www.fh-zwickau.de,,,,,
00mtc2v89,WH Pharmawerk (Germany),,,company,Weinböhla,active,1923,2018-11-14,2024-12-11,,,,http://www.pharmawerk-weinboehla.de,,,,,
023g8mz36,Wild Chimpanzee Foundation,WCF,,nonprofit,Leipzig,active,2000,2021-09-23,2024-12-11,,,Q4262627,https://www.wildchimps.org/contact.html,,,,,
03qm54y80,Wätas Wärmetauscher Sachsen (Germany),,,company,Olbernhau,active,2003,2019-11-07,2024-12-11,,,,https://www.waetas.de,,,,,
05smvaw93,Zigpos (Germany),,,company,Dresden,active,2011,2018-11-14,2024-12-11,,,Q30292739,https://www.zigpos.com/,,,,,
056tzgr32,Zittau/Görlitz University of Applied Sciences,,Hochschule Zittau/Görlitz,education,Görlitz,active,1992,2018-11-14,2024-12-11,0000 0001 0683 2893,,,https://www.hszg.de,,,,,
